🕘️更新时间,#genre#
广东卫视,http://59.35.185.47:8188/udp/239.77.1.19:5146
广东卫视,http://ygbh.site/php/bfgd.php?id=092
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8
广东卫视,http://joyznm.i234.me:20000/udp/239.3.1.38:8132##des:720P###HLS\\n
深圳卫视,https://itv.stcwl.xyz/udp/239.10.0.132:1025
深圳卫视,http://yncbn.ks-cdn.gitv.tv/gitv_live/G_SHENZHEN-HQ/G_SHENZHEN-HQ.m3u8
深圳卫视,http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8
深圳卫视,http://112.80.203.154:9003/hls/45/index.m3u8
深圳卫视,http://221.193.168.233:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://153.0.171.163:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://220.169.100.41:10087/udp/239.76.253.188:9000
深圳卫视,http://220.169.100.41:10087/udp/239.76.246.188:1234
深圳卫视,http://59.35.185.47:8188/udp/239.77.1.3:5146
深圳卫视,http://ygbh.site/php/bfgd.php?id=100
深圳卫视,http://222.169.85.8:9901/tsfile/live/0126_1.m3u8
安徽卫视,https://itv.stcwl.xyz/udp/239.10.0.203:1025
安徽卫视,http://153.0.171.163:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://220.169.100.41:10087/udp/239.76.252.196:9000
安徽卫视,http://59.35.185.47:8188/udp/239.77.1.92:5146
安徽卫视,http://ygbh.site/php/bfgd.php?id=096
安徽卫视,http://222.169.85.8:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://joyznm.i234.me:20000/udp/239.3.1.21:8272##des:720P###HLS\\n
安徽卫视,http://joyznm.i234.me:20000/udp/239.3.1.211:8064###des:1080P###HLS\\n
安徽卫视,http://sh.lnott.top:880/dx34.m3u8
安徽卫视,http://223.241.247.214:85//tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://www.cdnstv.com:6398/hls/1127/index.m3u8
东方卫视,https://itv.stcwl.xyz/udp/239.10.0.183:1025
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东方卫视,http://112.80.203.154:9003/hls/23/index.m3u8
东方卫视,http://221.193.168.233:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://153.0.171.163:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://220.169.100.41:10087/udp/239.76.253.186:9000
东方卫视,http://59.35.185.47:8188/udp/239.77.1.218:5146
东方卫视,http://ygbh.site/php/bfgd.php?id=093
东方卫视,http://joyznm.i234.me:20000/udp/239.3.1.34:8192##des:720P###HLS\\n
东方卫视,http://joyznm.i234.me:20000/udp/239.3.1.136:8032###des:1080P###HLS\\n
东方卫视,http://120.76.248.139/live/bfgd/4200000093.m3u8
黑龙江卫视,https://itv.stcwl.xyz/udp/239.10.0.133:1025
黑龙江卫视,http://1.180.2.93:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://112.80.203.154:9003/hls/41/index.m3u8
黑龙江卫视,http://221.193.168.233:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://153.0.171.163:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://gfr.x3322.net:9901/tsfile/live/1094_1.m3u8
黑龙江卫视,http://220.169.100.41:10087/udp/239.76.246.200:1234
黑龙江卫视,http://59.35.185.47:8188/udp/239.77.0.124:5146
黑龙江卫视,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
黑龙江卫视,http://ygbh.site/php/bfgd.php?id=095
黑龙江卫视,http://joyznm.i234.me:20000/udp/239.3.1.28:8196##des:720P###HLS\\n
湖北卫视,https://itv.stcwl.xyz/udp/239.20.0.124:2046
湖北卫视,http://1.180.2.93:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://221.193.168.233:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://153.0.171.163:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://220.169.100.41:10087/udp/239.76.246.193:1234
湖北卫视,http://220.169.100.41:10087/udp/239.76.253.193:9000
湖北卫视,http://59.35.185.47:8188/udp/239.77.0.128:5146
湖北卫视,http://ygbh.site/php/bfgd.php?id=102
湖北卫视,http://joyznm.i234.me:20000/udp/239.3.1.33:8136##des:720P###HLS\\n
湖北卫视,http://joyznm.i234.me:20000/udp/239.3.1.138:8044###des:1080P###HLS\\n
湖北卫视,http://61.156.228.12:8154/tsfile/live/0132_1.m3u8
吉林卫视,https://itv.stcwl.xyz/udp/239.10.0.81:1025
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
吉林卫视,http://112.80.203.154:9003/hls/40/index.m3u8
吉林卫视,http://43.138.196.212/111.php?id=jlws
吉林卫视,http://153.0.171.163:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://220.169.100.41:10087/udp/239.76.246.201:1234
吉林卫视,http://220.169.100.41:10087/udp/239.76.253.201:9000
吉林卫视,http://59.35.185.47:8188/udp/239.77.1.111:5146
吉林卫视,http://ygbh.site/php/bfgd.php?id=097
吉林卫视,http://joyznm.i234.me:20000/udp/239.3.1.40:8200##des:720P###HLS\\n
吉林卫视,http://nas.hssvm.com:8888/udp/225.1.2.26:5002
延边卫视,http://192.168.30.1:35455/gptv/G_YANBIAN.m3u8
延边卫视,https://itv.stcwl.xyz/udp/239.10.0.140:1025
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8
延边卫视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
延边卫视,http://ygbh.site/php/bfgd.php?id=117
延边卫视,http://120.76.248.139/live/bfgd/4200000117.m3u8
延边卫视,http://fxgm.fxjf.work:19901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
延边卫视,http://gmxw.7766.org:808/hls/15/index.m3u8
延边卫视,http://36.105.100.208:35455/itv/1000000005000266008.m3u8?cdn=ystenlive
江西卫视,https://itv.stcwl.xyz/udp/239.10.0.80:1025
江西卫视,http://1.180.2.93:9901/tsfile/live/0138_1.m3u8
江西卫视,http://221.193.168.233:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://153.0.171.163:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://220.169.100.41:10087/udp/239.76.252.225:9000
江西卫视,http://220.169.100.41:10087/udp/239.76.245.225:1234
江西卫视,http://ygbh.site/php/bfgd.php?id=098
江西卫视,http://222.169.85.8:9901/tsfile/live/0138_1.m3u8
江西卫视,http://joyznm.i234.me:20000/udp/239.3.1.30:8280##des:720P###HLS\\n
江西卫视,http://joyznm.i234.me:20000/udp/239.3.1.123:8164###des:1080P###HLS\\n
江西卫视,http://120.76.248.139/live/bfgd/4200000098.m3u8
辽宁卫视,https://itv.stcwl.xyz/udp/239.10.0.185:1025
辽宁卫视,http://1.180.2.93:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://153.0.171.163:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://220.169.100.41:10087/udp/239.76.245.197:1234
辽宁卫视,http://220.169.100.41:10087/udp/239.76.252.197:9000
辽宁卫视,http://59.35.185.47:8188/udp/239.77.1.103:5146
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058
辽宁卫视,http://joyznm.i234.me:20000/udp/239.3.1.24:8116##des:720P###HLS\\n
辽宁卫视,http://joyznm.i234.me:20000/udp/239.3.1.210:8056###des:1080P###HLS\\n
辽宁卫视,http://61.156.228.12:8154/tsfile/live/0121_1.m3u8
辽宁卫视,http://120.76.248.139/live/bfgd/4200000141.m3u8
山东卫视,https://itv.stcwl.xyz/udp/239.10.0.182:1025
山东卫视,http://1.180.2.93:9901/tsfile/live/0131_1.m3u8
山东卫视,http://112.80.203.154:9003/hls/28/index.m3u8
山东卫视,http://221.193.168.233:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://153.0.171.163:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://220.169.100.41:10087/udp/239.76.253.195:9000
山东卫视,http://220.169.100.41:10087/udp/239.76.246.195:1234
山东卫视,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
山东卫视,http://ygbh.site/php/bfgd.php?id=099
山东卫视,http://222.169.85.8:9901/tsfile/live/0131_1.m3u8
山东卫视,http://joyznm.i234.me:20000/udp/239.3.1.25:8148##des:720P###HLS\\n
山东教育卫视,https://itv.stcwl.xyz/udp/239.10.0.176:1025
山东教育卫视,http://test1.live.sdetv.com.cn/live/dianshizhibo/playlist.m3u8
山东教育卫视,http://ygbh.site/php/bfgd.php?id=112
山东教育卫视,http://120.76.248.139/live/bfgd/4200000112.m3u8
四川卫视,https://itv.stcwl.xyz/udp/239.10.0.204:1025
四川卫视,http://112.80.203.154:9003/hls/34/index.m3u8
四川卫视,http://221.193.168.233:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://153.0.171.163:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://220.169.100.41:10087/udp/239.76.253.91:9000
四川卫视,http://59.35.185.47:8188/udp/239.77.1.215:5146
四川卫视,http://ygbh.site/php/bfgd.php?id=103
四川卫视,http://222.169.85.8:9901/tsfile/live/0123_1.m3u8
四川卫视,http://joyznm.i234.me:20000/udp/239.3.1.29:8288##des:720P###HLS\\n
四川卫视,http://sh.lnott.top:880/dx45.m3u8
四川卫视,http://113.26.202.52:1299/tsfile/live/0123_1.m3u8
天津卫视,https://itv.stcwl.xyz/udp/239.10.0.181:1025
天津卫视,http://112.80.203.154:9003/hls/37/index.m3u8
天津卫视,http://221.193.168.233:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://153.0.171.163:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://gfr.x3322.net:9901/tsfile/live/1090_1.m3u8
天津卫视,http://220.169.100.41:10087/udp/239.76.251.92:9000
天津卫视,http://59.35.185.47:8188/udp/239.77.1.141:5146
天津卫视,http://ygbh.site/php/bfgd.php?id=084
天津卫视,http://222.169.85.8:9901/tsfile/live/0135_1.m3u8
天津卫视,http://joyznm.i234.me:20000/udp/239.3.1.23:8144##des:720P###HLS\\n
天津卫视,http://joyznm.i234.me:20000/udp/239.3.1.141:1234###des:1080P###HLS\\n
重庆卫视,https://itv.stcwl.xyz/udp/239.10.0.205:1025
重庆卫视,http://112.80.203.154:9003/hls/33/index.m3u8
重庆卫视,http://221.193.168.233:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://153.0.171.163:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://220.169.100.41:10087/udp/239.76.246.92:1234
重庆卫视,http://59.35.185.47:8188/udp/239.77.1.162:5146
重庆卫视,http://ygbh.site/php/bfgd.php?id=107
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://joyznm.i234.me:20000/udp/239.3.1.35:8296##des:720P###HLS\\n
重庆卫视,http://joyznm.i234.me:20000/udp/239.3.1.122:8160###des:1080P###HLS\\n
重庆卫视,http://sh.lnott.top:880/dx46.m3u8
云南卫视,https://itv.stcwl.xyz/udp/239.10.0.155:1025
云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3d3dy5kc2suY2MvcGhwL3N4Z2QucGhwP2lkPXlud3M=
云南卫视,http://112.80.203.154:9003/hls/46/index.m3u8
云南卫视,http://221.193.168.233:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://153.0.171.163:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://ygbh.site/php/bfgd.php?id=482
云南卫视,http://ygbh.site/php/bfgd.php?id=115
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8
云南卫视,http://joyznm.i234.me:20000/udp/239.3.1.26:8108##des:720P###HLS\\n
云南卫视,http://sh.lnott.top:880/dx49.m3u8
云南卫视,http://113.26.202.52:1299/tsfile/live/0119_1.m3u8
新疆卫视,https://itv.stcwl.xyz/udp/239.10.0.168:1025
新疆卫视,http://1.180.2.93:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://43.138.196.212/111.php?id=xjws
新疆卫视,http://42.225.117.174:11199/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://ygbh.site/php/bfgd.php?id=150
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://222.169.85.8:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://joyznm.i234.me:20000/udp/239.3.1.48:8160##des:720P###HLS\\n
新疆卫视,http://61.156.228.12:8154/tsfile/live/0110_1.m3u8
新疆卫视,http://120.76.248.139/live/bfgd/4200000150.m3u8
新疆卫视,http://sh.lnott.top:880/dx55.m3u8
西藏卫视,https://itv.stcwl.xyz/udp/239.10.0.167:1025
西藏卫视,http://ygbh.site/php/bfgd.php?id=121
西藏卫视,http://joyznm.i234.me:20000/udp/239.3.1.47:8164##des:720P###HLS\\n
西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
西藏卫视,http://sh.lnott.top:880/dx57.m3u8
西藏卫视,http://113.26.202.52:1299/tsfile/live/0111_1.m3u8
西藏卫视,http://120.238.94.10:9901/tsfile/live/1077_1.m3u8
西藏卫视,http://113.25.252.226:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0###HLS\\n
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8
西藏卫视,http://58.17.48.228:808/hls/63/index.m3u8
西藏卫视,http://8.138.7.223/tv/migu3.php
陕西卫视,https://itv.stcwl.xyz/udp/239.10.0.161:1025
陕西卫视,http://ygbh.site/php/bfgd.php?id=512
陕西卫视,http://ygbh.site/php/bfgd.php?id=114
陕西卫视,http://sh.lnott.top:880/dx51.m3u8
陕西卫视,http://113.15.109.216:59901/tsfile/live/0136_1.m3u8
陕西卫视,http://www.cdnstv.com:6398/hls/1129/index.m3u8
陕西卫视,http://58.17.48.228:808/hls/49/index.m3u8
陕西卫视,http://112.46.85.60:8009/hls/17/index.m3u8
陕西卫视,http://8.138.7.223/tv/migu2.php
陕西卫视,http://8.138.7.223/tv/migu3.php
陕西卫视,http://183.11.239.36:808/hls/58/index.m3u8
山西卫视,https://itv.stcwl.xyz/udp/239.10.0.162:1025
山西卫视,http://ygbh.site/php/bfgd.php?id=109
山西卫视,http://120.76.248.139/live/bfgd/4200000109.m3u8
山西卫视,http://sh.lnott.top:880/dx39.m3u8
山西卫视,http://113.15.109.216:59901/tsfile/live/0118_1.m3u8
山西卫视,http://www.cdnstv.com:6398/hls/1145/index.m3u8
山西卫视,http://58.17.48.228:808/hls/57/index.m3u8
山西卫视,http://183.11.239.36:808/hls/59/index.m3u8
山西卫视,http://171.15.18.199:8180/TV00000000000000000038@HHZT
青海卫视,https://itv.stcwl.xyz/udp/239.10.0.164:1025
青海卫视,http://1.180.2.93:9901/tsfile/live/0140_1.m3u8
青海卫视,http://112.80.203.154:9003/hls/44/index.m3u8
青海卫视,http://43.138.196.212/111.php?id=qhws
青海卫视,http://153.0.171.163:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://ygbh.site/php/bfgd.php?id=111
青海卫视,http://joyznm.i234.me:20000/udp/239.3.1.44:8184##des:720P###HLS\\n
青海卫视,http://120.76.248.139/live/bfgd/4200000111.m3u8
青海卫视,http://sh.lnott.top:880/dx54.m3u8
青海卫视,http://113.15.109.216:59901/tsfile/live/0140_1.m3u8
青海卫视,http://113.15.109.216:59901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,https://itv.stcwl.xyz/udp/239.10.0.166:1025
宁夏卫视,http://112.80.203.154:9003/hls/48/index.m3u8
宁夏卫视,http://153.0.171.163:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118
宁夏卫视,http://222.169.85.8:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://joyznm.i234.me:20000/udp/239.3.1.46:8124##des:720P###HLS\\n
宁夏卫视,http://120.76.248.139/live/bfgd/4200000118.m3u8
宁夏卫视,http://sh.lnott.top:880/dx53.m3u8
宁夏卫视,http://113.26.202.52:1299/tsfile/live/0112_1.m3u8
宁夏卫视,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8
宁夏卫视,http://113.15.109.216:59901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,https://itv.stcwl.xyz/udp/239.10.0.163:1025
内蒙古卫视,http://1.180.2.93:9901/tsfile/live/1068_1.m3u8
内蒙古卫视,http://153.0.171.163:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110
内蒙古卫视,http://joyznm.i234.me:20000/udp/239.3.1.43:8176##des:720P###HLS\\n
内蒙古卫视,http://61.156.228.12:8154/tsfile/live/0109_1.m3u8
内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
内蒙古卫视,http://113.26.202.52:1299/tsfile/live/0109_1.m3u8
内蒙古卫视,http://www.cdnstv.com:6398/hls/1143/index.m3u8
内蒙古卫视,http://111.61.236.247:9081/hls/48/index.m3u8
内蒙古卫视,http://58.17.48.228:808/hls/60/index.m3u8
三沙卫视,http://192.168.30.1:35455/gptv/G_SANSHA-HQ.m3u8
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php
三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws
三沙卫视,http://joyznm.i234.me:20000/udp/239.3.1.155:4120###HLS\\n
三沙卫视,http://8.138.7.223/tv/ssws.m3u8
三沙卫视,http://8.138.7.223/tv/hainan.php?id=ssws
三沙卫视,http://183.11.239.36:808/hls/76/index.m3u8
三沙卫视,http://36.105.100.208:35455/itv/5000000011000288016.m3u8?cdn=bestzb
三沙卫视,rtsp://115.153.254.81/PLTV/88888888/224/3221226984/85722645.smil
厦门卫视,https://itv.stcwl.xyz/udp/239.10.0.178:1025
厦门卫视,http://stream.jinjiang.tv/1/sd/live.m3u8?zfud
厦门卫视,http://joyznm.i234.me:20000/udp/239.3.1.143:4120##des:720P###HLS\\n
厦门卫视,http://sh.lnott.top:880/dx48.m3u8
厦门卫视,http://60.174.40.117:85/tsfile/live/0129_1.m3u8?key=txiptv
厦门卫视,http://8.138.7.223/tv/xmtv.php
厦门卫视,http://8.138.7.223/tv/fjtv1.php?id=xmws
厦门卫视,http://8.138.7.223/tv/xmtv.php?id=xmws
厦门卫视,http://125.42.148.80:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://183.11.239.36:808/hls/17/index.m3u8
厦门卫视,http://36.105.100.208:35455/itv/1000000005000266006.m3u8?cdn=ystenlive
河南卫视,https://itv.stcwl.xyz/udp/239.10.0.154:1025
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
河南卫视,http://1.180.2.93:9901/tsfile/live/0139_1.m3u8
河南卫视,http://221.193.168.233:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://153.0.171.163:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://220.169.100.41:10087/udp/239.76.246.202:1234
河南卫视,http://220.169.100.41:10087/udp/239.76.253.202:9000
河南卫视,http://59.35.185.47:8188/udp/239.77.1.229:5146
河南卫视,http://ygbh.site/php/bfgd.php?id=339
河南卫视,http://ygbh.site/php/bfgd.php?id=104
河北卫视,https://itv.stcwl.xyz/udp/239.10.0.79:1025
河北卫视,http://1.180.2.93:9901/tsfile/live/0117_1.m3u8
河北卫视,http://112.80.203.154:9003/hls/47/index.m3u8
河北卫视,http://221.193.168.233:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://153.0.171.163:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://220.169.100.41:10087/udp/239.76.245.199:1234
河北卫视,http://59.35.185.47:8188/udp/239.77.1.214:5146
河北卫视,http://ygbh.site/php/bfgd.php?id=108
河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.37:8292##des:720P###HLS\\n
河北卫视,http://joyznm.i234.me:20000/udp/239.3.1.148:8072###des:1080P###HLS\\n
河北卫视,http://61.156.228.12:8154/tsfile/live/0117_1.m3u8
海南卫视,https://itv.stcwl.xyz/udp/239.11.0.172:1025
海南卫视,http://1.180.2.93:9901/tsfile/live/1033_1.m3u8
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws
海南卫视,http://220.169.100.41:10087/udp/239.76.246.203:1234
海南卫视,http://220.169.100.41:10087/udp/239.76.253.203:9000
海南卫视,http://ygbh.site/php/bfgd.php?id=473
海南卫视,http://zqh2333.top:2222/rtp/239.93.24.80:5140
海南卫视,http://joyznm.i234.me:20000/udp/239.3.1.45:8304##des:720P###HLS\\n
海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
海南卫视,http://sh.lnott.top:880/dx58.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/playlist.m3u8
海峡卫视,http://38.64.72.148:80/hls/modn/list/4009/chunklist0.m3u8
海峡卫视,http://8.138.7.223/tv/migu3.php
海峡卫视,http://8.138.7.223/tv/fjtv.php
海峡卫视,http://8.138.7.223/tv/fjtv1.php
海峡卫视,http://8.138.7.223/tv/fjtv1.php?id=hxws
海峡卫视,http://8.138.7.223/tv/migu2.php?id=92
海峡卫视,http://8.138.7.223/tv/migu3.php?id=hxws
海峡卫视,http://8.138.7.223/tv/fjtv.php?id=3
贵州卫视,https://itv.stcwl.xyz/udp/239.10.0.222:1025
贵州卫视,http://112.80.203.154:9003/hls/43/index.m3u8
贵州卫视,http://153.0.171.163:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://220.169.100.41:10087/udp/239.76.252.198:9000
贵州卫视,http://220.169.100.41:10087/udp/239.76.245.198:1234
贵州卫视,http://59.35.185.47:8188/udp/239.77.1.221:5146
贵州卫视,http://ygbh.site/php/bfgd.php?id=101
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8
贵州卫视,http://joyznm.i234.me:20000/udp/239.3.1.31:8120##des:720P###HLS\\n
贵州卫视,http://joyznm.i234.me:20000/udp/239.3.1.149:8076###des:1080P###HLS\\n
贵州卫视,http://sh.lnott.top:880/dx50.m3u8
广西卫视,https://itv.stcwl.xyz/udp/239.10.0.246:1025
广西卫视,http://112.80.203.154:9003/hls/31/index.m3u8
广西卫视,http://221.193.168.233:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://153.0.171.163:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://59.35.185.47:8188/udp/239.253.43.36:5146
广西卫视,http://ygbh.site/php/bfgd.php?id=116
广西卫视,http://joyznm.i234.me:20000/udp/239.3.1.39:8300##des:720P###HLS\\n
广西卫视,http://sh.lnott.top:880/dx41.m3u8
广西卫视,http://113.26.202.52:1299/tsfile/live/0113_1.m3u8
广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8
广西卫视,http://113.15.109.216:59901/tsfile/live/0113_1.m3u8
甘肃卫视,https://itv.stcwl.xyz/udp/239.10.0.169:1025
甘肃卫视,http://ygbh.site/php/bfgd.php?id=119
甘肃卫视,http://joyznm.i234.me:20000/udp/239.3.1.49:8188##des:720P###HLS\\n
甘肃卫视,http://120.76.248.139/live/bfgd/4200000119.m3u8
甘肃卫视,http://sh.lnott.top:880/dx56.m3u8
甘肃卫视,http://113.26.202.52:1299/tsfile/live/0141_1.m3u8
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://60.174.40.117:85/tsfile/live/0141_1.m3u8?key=txiptv
甘肃卫视,http://120.238.94.10:9901/tsfile/live/1079_1.m3u8
甘肃卫视,http://www.cdnstv.com:6398/hls/1147/index.m3u8
东南卫视,https://itv.stcwl.xyz/udp/239.10.0.77:1025
东南卫视,http://153.0.171.163:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://220.169.100.41:10087/udp/239.76.252.190:9000
东南卫视,http://59.35.185.47:8188/udp/239.77.1.104:5146
东南卫视,http://ygbh.site/php/bfgd.php?id=483
东南卫视,http://joyznm.i234.me:20000/udp/239.3.1.36:8112##des:720P###HLS\\n
东南卫视,http://joyznm.i234.me:20000/udp/239.3.1.156:8148##des:1080P###HLS\\n
东南卫视,http://120.76.248.139/live/bfgd/4200000483.m3u8
东南卫视,http://sh.lnott.top:880/dx47.m3u8
东南卫视,http://113.15.109.216:59901/tsfile/live/0137_1.m3u8
东南卫视,http://113.15.109.216:59901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,https://itv.stcwl.xyz/udp/239.10.0.170:1025
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8#https://test5.btzx.com.cn/live/2023bt.stream/playlist.m3u8
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8###HLS\\n
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8?mkey=txiptv
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8###HLS\\n
兵团卫视,http://ygbh.site/php/bfgd.php?id=124
兵团卫视,http://joyznm.i234.me:20000/udp/239.3.1.144:4120##des:720P###HLS\\n
兵团卫视,http://nas.hssvm.com:8888/udp/225.1.1.57:5002
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
安多卫视,http://192.168.30.1:35455/gptv/G_ANDUO.m3u8
安多卫视,http://3501776.xyz:35455/itv/1000000005000266001.m3u8?cdn=ystenlive
安多卫视,http://36.105.100.208:35455/itv/1000000005000266001.m3u8?cdn=ystenlive

☘️广东频道,#genre#
广东体育,https://itv.stcwl.xyz/udp/239.10.0.113:1025
广东体育,http://113.87.224.75:8086/hls/42/index.m3u8
广东体育,http://8.138.7.223/tv/gd.php
广东体育,http://183.11.239.36:808/hls/2/index.m3u8
广东经济科教,https://itv.stcwl.xyz/udp/239.10.0.112:1025
大湾区卫视,https://itv.stcwl.xyz/udp/239.11.0.78:1025
大湾区卫视,http://222.128.55.152:9080/live/dwq.m3u8
